Timestamp,Gender,Age,Education level,Field of occupation,Occupation level,Country of Residence,Which of the following mobile phone app uses AI in its operations,Can an AI tool determine if you have risk of Pneumonia by examining your chest x-rays?,"When you try to unlock your mobile phone using a pin, does an underline AI tool make that decision?",Think about the advertisements you see when you are on the internet. Are those selected by AI tools?,Assume that an AI system makes decisions for you in your day-to-day activities. How important is it to know the reasons behind such decisions?,Assume that an AI system makes decisions for you in your day-to-day activities. When do you need an explanation for such a decision?,A person is discharged from the hospital after a hospital stay of more than a week. An AI system predicts that he will be readmitted within the next 30 days.,An online clothing store recommends dresses to its customer with the help of an AI system. Suppose this system recommends the dress in Figure 1,A company decides the salary of its new recruits using an AI system. For one employee the AI systems decided to pay less than $50k per annum. ,An AI system developed to recognize different pets has recognized the animal in Figure 1 as a Cat.,"Decisions made by different AI systems may have different impacts on you, e.g., financial impact or medical impact. AI systems with which impact needs the most explanations? Rank from the impact that needs the most explanation to the least. (1 - most, 5 - least). [Financial impact]","Decisions made by different AI systems may have different impacts on you, e.g., financial impact or medical impact. AI systems with which impact needs the most explanations? Rank from the impact that needs the most explanation to the least. (1 - most, 5 - least). [Medical impact]","Decisions made by different AI systems may have different impacts on you, e.g., financial impact or medical impact. AI systems with which impact needs the most explanations? Rank from the impact that needs the most explanation to the least. (1 - most, 5 - least). [Legal impact]","Decisions made by different AI systems may have different impacts on you, e.g., financial impact or medical impact. AI systems with which impact needs the most explanations? Rank from the impact that needs the most explanation to the least. (1 - most, 5 - least). [Social posting  impact (fb/ig)]","Decisions made by different AI systems may have different impacts on you, e.g., financial impact or medical impact. AI systems with which impact needs the most explanations? Rank from the impact that needs the most explanation to the least. (1 - most, 5 - least). [Time Wasted]",Which kind of explanations about the AI system would you like to see? ,What kind of explanation is more useful for you?,"Consider the following scenarios where AI systems make decisions. Rank the scenarios from the one needing explanations most to the least.(1 - most, 5 - least) [A surveillance system detecting suspicious person at public places.]","Consider the following scenarios where AI systems make decisions. Rank the scenarios from the one needing explanations most to the least.(1 - most, 5 - least) [A smartwatch detecting Atrial fibrillation (a common heart rhythm disorder that elevates stroke risk) in stroke survivors.]","Consider the following scenarios where AI systems make decisions. Rank the scenarios from the one needing explanations most to the least.(1 - most, 5 - least) [A remote monitoring systems in tunnels alerting maintenance requirements.]","Consider the following scenarios where AI systems make decisions. Rank the scenarios from the one needing explanations most to the least.(1 - most, 5 - least) [An intelligent virtual assistant helping to operate home appliances.]","Consider the following scenarios where AI systems make decisions. Rank the scenarios from the one needing explanations most to the least.(1 - most, 5 - least) [A parking slot recommendation systems in the city area.]",I expect explanations to be,Are there any comments or concerns you would like to raise about XAI?
3/22/2022 9:13:01,Male,32,Completed Post Graduate Degree,"Education, Training, and Library",Senior Lecturer,Sri Lanka,None of the above,Yes,No,Yes,Very important,I need an explanation for both decisions,(a),(b),(a),(a),2,1,3,5,4,"An overall explanation of how the AI system works - once for the application, An explanation for every decision made by the AI system - once per decision",An explanation explaining how you can change AI's decision in the future,2,1,3,4,5,"Easy to understand - Expect no technical expertise from me, Faithful - Reflect the actual reasoning of the AI system, Descriptive - State precisely what cause the AI system decision without leaving room for ambiguity, Consistent - Provide similar explanations for similar/neighboring examples, Discriminative - State Specific reasons influence the different decisions of AI system, Interactive - Allow me to understand reasoning of the AI system in different granularities, I'd like to see other options that I have in some scenarios (maybe percentage wise)",
3/22/2022 9:24:19,Female,27,Completed Undergraduate Degree,Computer and Mathematical,Executive level,Sri Lanka,Email,Yes,No,Yes,Very important,I need an explanation for both decisions,(a),(b),(a),(a),2,1,3,4,5,An explanation for every decision made by the AI system - once per decision,An explanation explaining why AI made a certain decision,1,3,2,4,5,"Easy to understand - Expect no technical expertise from me, Faithful - Reflect the actual reasoning of the AI system, I'd like to see other options that I have in some scenarios (maybe percentage wise)",
3/22/2022 9:39:00,Female,33,Completed Post Graduate Degree,Other,Lecturer ,Sri Lanka,None of the above,Yes,Yes,Yes,Important,I need an explanation for both decisions,(b),(b),(b),(a),2,1,3,5,4,An explanation for every decision made by the AI system - once per decision,An explanation explaining why AI made a certain decision,2,1,5,3,4,"Easy to understand - Expect no technical expertise from me, Faithful - Reflect the actual reasoning of the AI system, Descriptive - State precisely what cause the AI system decision without leaving room for ambiguity, Discriminative - State Specific reasons influence the different decisions of AI system",
3/22/2022 9:39:37,Female,30,Completed Post Graduate Degree,Computer and Mathematical,Student,Canada,Email,Yes,No,Yes,Very important,I need an explanation for both decisions,(b),(b),(a),(a),3,1,2,4,5,Explanation per decision if requested ,An explanation explaining why AI made a certain decision,1,2,3,4,5,"Easy to understand - Expect no technical expertise from me, Faithful - Reflect the actual reasoning of the AI system, Descriptive - State precisely what cause the AI system decision without leaving room for ambiguity, Consistent - Provide similar explanations for similar/neighboring examples, Interactive - Allow me to understand reasoning of the AI system in different granularities",
3/22/2022 9:44:38,Male,31,Completed Post Graduate Degree,Computer and Mathematical,Senior Engineer,Sri Lanka,None of the above,No,No,No,Important,I need an explanation for both decisions,(b),(b),(b),(a),3,1,2,5,4,An explanation for every decision made by the AI system - once per decision,An explanation explaining how you can change AI's decision in the future,2,1,3,5,4,Descriptive - State precisely what cause the AI system decision without leaving room for ambiguity,
3/22/2022 10:32:40,Male,33,Completed Post Graduate Degree,Computer and Mathematical,Lecturer,Sri Lanka,Email,Yes,No,Yes,Very important,I need an explanation for both decisions,(b),(b),(b),(a),2,1,3,4,5,Explanation per decision if requested,An explanation explaining why AI made a certain decision,2,1,4,3,5,"Easy to understand - Expect no technical expertise from me, Faithful - Reflect the actual reasoning of the AI system, Descriptive - State precisely what cause the AI system decision without leaving room for ambiguity, Consistent - Provide similar explanations for similar/neighboring examples, Discriminative - State Specific reasons influence the different decisions of AI system, Interactive - Allow me to understand reasoning of the AI system in different granularities",Avoiding deceptive explanations would be a key challenge in XAI.
3/22/2022 10:49:04,Male,28,Completed Undergraduate Degree,Computer and Mathematical,Student,Sri Lanka,Calculator,Yes,Yes,No,Neutral,I need an explanation when I get the decision I expected,(a),(b),(a),(a),2,3,4,1,5,An overall explanation of how the AI system works - once for the application,An explanation explaining why AI made a certain decision,2,1,3,4,5,Faithful - Reflect the actual reasoning of the AI system,
3/22/2022 10:52:10,Male,32,Completed Undergraduate Degree,Architecture and Engineering,Executive level,United Kingdom,Email,Yes,No,Yes,Important,I need an explanation for both decisions,(b),(b),(b),(b),1,2,3,5,4,Explanation per decision if requested,An explanation explaining how you can change AI's decision in the future,3,1,2,5,4,"Faithful - Reflect the actual reasoning of the AI system, Consistent - Provide similar explanations for similar/neighboring examples, Interactive - Allow me to understand reasoning of the AI system in different granularities","My preferred selection here has been the verbal / text explanation over graphics. However, I think there could be instances where graphical representation could be equally explanatory, if that comes in a familiar two axis graph type or something similar "
3/22/2022 11:00:31,Female,34,Completed Post Graduate Degree,Other,Mid level,Australia,Email,Yes,No,Yes,Very important,I need an explanation for both decisions,(a),(a),(b),(a),2,1,3,5,4,"An overall explanation of how the AI system works - once for the application, An explanation for every decision made by the AI system - once per decision, Explanation per decision if requested",An explanation explaining why AI made a certain decision,2,1,3,4,5,"Easy to understand - Expect no technical expertise from me, Faithful - Reflect the actual reasoning of the AI system, Descriptive - State precisely what cause the AI system decision without leaving room for ambiguity",
3/22/2022 11:03:22,Female,34,Completed Undergraduate Degree,Architecture and Engineering,Executive level,Sri Lanka,Email,Yes,Yes,Yes,Very important,I need an explanation for both decisions,(b),(b),(b),(a),1,2,3,5,4,Explanation per decision if requested,An explanation explaining why AI made a certain decision,1,2,3,4,5,"Easy to understand - Expect no technical expertise from me, Faithful - Reflect the actual reasoning of the AI system, Consistent - Provide similar explanations for similar/neighboring examples, Interactive - Allow me to understand reasoning of the AI system in different granularities",
